"trip_id","trip_id_orig","observed","trip_date","julian_date_s","day_id","trip_duration","day_trip","group_type","pooled","harvest","forager_id","age_type","age_dist_1","age_dist_2","sex","dogs","gun","trip_year","a_1_id","a_1_sex","a_1_age_dist_1","a_1_age_dist_2","a_1_firearms"
189,189,1,2063-01-22,2.03362084983723,33989,32,0,"Cooperative",1,170,3,"Exact",45,0,"M",NA,NA,1963,NA,NA,NA,NA,NA
189,189,1,2063-01-22,2.03362084983723,33989,32,0,"Cooperative",1,170,22,"Exact",27,0,"M",NA,NA,1963,NA,NA,NA,NA,NA
189,189,1,2063-01-22,2.03362084983723,33989,32,0,"Cooperative",1,170,13,"Exact",32,0,"M",NA,NA,1963,NA,NA,NA,NA,NA
189,189,1,2063-01-22,2.03362084983723,33989,32,0,"Cooperative",1,170,14,"Exact",25,0,"M",NA,NA,1963,NA,NA,NA,NA,NA
190,190,NA,2065-03-08,2.10115835977972,34765,24,0,"Cooperative",1,100,3,"Exact",47,0,"M",0,0,1965,NA,NA,NA,NA,NA
190,190,NA,2065-03-08,2.10115835977972,34765,24,0,"Cooperative",1,100,13,"Exact",34,0,"M",0,0,1965,NA,NA,NA,NA,NA
191,191,NA,2062-07-05,2.01612724223615,33788,24,0,"Cooperative",0,0,3,"Exact",44,0,"M",NA,NA,1962,32,"F",41,0,0
192,192,NA,2062-07-09,2.0164753737307,33792,16,0,"Independent",0,70,13,"Exact",31,0,"M",0,0,1962,NA,NA,NA,NA,NA
193,193,NA,2062-07-17,2.0171716367198,33800,24,0,"Cooperative",1,170,14,"Exact",24,0,"M",0,0,1962,NA,NA,NA,NA,NA
193,193,NA,2062-07-17,2.0171716367198,33800,24,0,"Cooperative",1,170,19,"Exact",16,0,"M",0,0,1962,NA,NA,NA,NA,NA
194,194,NA,2062-07-23,2.01769383396162,33806,8,1,"Independent",0,0,3,"Exact",44,0,"M",NA,0,1962,NA,NA,NA,NA,NA
195,195,NA,2062-07-24,2.01778086683526,33807,5,1,"Independent",NA,0,13,"Exact",31,0,"M",0,0,1962,NA,NA,NA,NA,NA
196,196,NA,2062-07-24,2.01778086683526,33807,5,1,"Independent",NA,0,3,"Exact",44,0,"M",0,0,1962,NA,NA,NA,NA,NA
197,197,1,2062-07-27,2.01804196545617,33810,8,1,"Independent",NA,0,13,"Exact",31,0,"M",0,0,1962,NA,NA,NA,NA,NA
198,198,1,2062-07-27,2.01804196545617,33810,8,1,"Independent",NA,0,22,"Exact",26,0,"M",0,0,1962,NA,NA,NA,NA,NA
199,199,1,2062-07-27,2.01804196545617,33810,8,1,"Independent",NA,0,19,"Exact",16,0,"M",0,0,1962,NA,NA,NA,NA,NA
200,200,NA,2062-07-28,2.01812899832981,33811,16,0,"Independent",0,50,9,"Exact",50,0,"M",NA,0,1962,NA,NA,NA,NA,NA
201,201,NA,2062-07-28,2.01812899832981,33811,16,0,"Independent",NA,0,3,"Exact",44,0,"M",NA,0,1962,NA,NA,NA,NA,NA
204,204,NA,2062-08-10,2.01926042568709,33824,24,0,"Cooperative",1,60,22,"Exact",26,0,"M",NA,0,1962,NA,NA,NA,NA,NA
204,204,NA,2062-08-10,2.01926042568709,33824,24,0,"Cooperative",1,60,13,"Exact",31,0,"M",NA,0,1962,NA,NA,NA,NA,NA
204,204,NA,2062-08-10,2.01926042568709,33824,24,0,"Cooperative",1,60,3,"Exact",44,0,"M",NA,0,1962,NA,NA,NA,NA,NA
204,204,NA,2062-08-10,2.01926042568709,33824,24,0,"Cooperative",1,60,5,"Exact",25,0,"M",NA,0,1962,NA,NA,NA,NA,NA
205,205,NA,2062-09-01,2.02117514890711,33846,5,1,"Independent",0,50,13,"Exact",31,0,"M",NA,0,1962,NA,NA,NA,NA,NA
206,206,NA,2062-09-12,2.02213251051712,33857,8,1,"Independent",0,50,3,"Exact",44,0,"M",0,0,1962,NA,NA,NA,NA,NA
207,207,NA,2062-09-14,2.02230657626439,33859,5,1,"Independent",0,15,19,"Exact",16,0,"M",0,NA,1962,NA,NA,NA,NA,NA
208,208,NA,2062-10-21,2.02552679258897,33896,11,1,"Cooperative",1,130,9,"Exact",50,0,"M",NA,1,1962,NA,NA,NA,NA,NA
208,208,NA,2062-10-21,2.02552679258897,33896,11,1,"Cooperative",1,130,33,"Exact",31,0,"M",NA,NA,1962,NA,NA,NA,NA,NA
208,208,NA,2062-10-21,2.02552679258897,33896,11,1,"Cooperative",1,130,14,"Exact",24,0,"M",NA,NA,1962,NA,NA,NA,NA,NA
209,209,NA,2062-11-12,2.02744151580899,33918,5,1,"Independent",0,70,16,"Exact",61,0,"M",1,NA,1962,NA,NA,NA,NA,NA
210,210,1,2062-12-28,2.0314450279963,33964,24,0,"Cooperative",1,300,22,"Exact",26,0,"M",0,NA,1962,NA,NA,NA,NA,NA
210,210,1,2062-12-28,2.0314450279963,33964,24,0,"Cooperative",1,300,3,"Exact",44,0,"M",0,NA,1962,NA,NA,NA,NA,NA
210,210,1,2062-12-28,2.0314450279963,33964,24,0,"Cooperative",1,300,13,"Exact",31,0,"M",0,NA,1962,NA,NA,NA,NA,NA
210,210,1,2062-12-28,2.0314450279963,33964,24,0,"Cooperative",1,300,14,"Exact",24,0,"M",0,NA,1962,NA,NA,NA,NA,NA
210,210,1,2062-12-28,2.0314450279963,33964,24,0,"Cooperative",1,300,19,"Exact",16,0,"M",0,NA,1962,NA,NA,NA,NA,NA
210,210,1,2062-12-28,2.0314450279963,33964,24,0,"Cooperative",1,300,9,"Exact",50,0,"M",0,NA,1962,NA,NA,NA,NA,NA
210,210,1,2062-12-28,2.0314450279963,33964,24,0,"Cooperative",1,300,5,"Exact",25,0,"M",0,NA,1962,NA,NA,NA,NA,NA
210,210,1,2062-12-28,2.0314450279963,33964,24,0,"Cooperative",1,300,41,"Exact",28,0,"M",0,NA,1962,NA,NA,NA,NA,NA
210,210,1,2062-12-28,2.0314450279963,33964,24,0,"Cooperative",1,300,33,"Exact",31,0,"M",0,NA,1962,NA,NA,NA,NA,NA
